position_id,role_id
VAC_0059,ROLE_FINANCE_SENIOR
VAC_0060,ROLE_FINANCE_SPECIALIST
VAC_0061,ROLE_FINANCE_JUNIOR
VAC_0062,ROLE_OPERATIONS_SPECIALIST
VAC_0063,ROLE_MARKETING_JUNIOR
VAC_0064,ROLE_FINANCE_JUNIOR
VAC_0065,ROLE_LOGISTICS_SENIOR
VAC_0066,ROLE_PEOPLE_SENIOR
VAC_0067,ROLE_MARKETING_SENIOR
VAC_0068,ROLE_MARKETING_JUNIOR
VAC_0069,ROLE_PEOPLE_JUNIOR
VAC_0070,ROLE_IT_JUNIOR
VAC_0071,ROLE_ENGINEERING_SPECIALIST
VAC_0072,ROLE_OPERATIONS_JUNIOR
VAC_0073,ROLE_OPERATIONS_SENIOR
VAC_0074,ROLE_SALES_JUNIOR
VAC_0075,ROLE_R&D_JUNIOR
VAC_0076,ROLE_SALES_SENIOR
VAC_0077,ROLE_SALES_JUNIOR
VAC_0078,ROLE_SALES_SENIOR
VAC_0079,ROLE_FINANCE_JUNIOR
VAC_0080,ROLE_LOGISTICS_SENIOR
VAC_0081,ROLE_R&D_JUNIOR
VAC_0082,ROLE_R&D_SENIOR
VAC_0083,ROLE_PEOPLE_SENIOR
VAC_0084,ROLE_PEOPLE_SPECIALIST
VAC_0085,ROLE_PEOPLE_SPECIALIST
VAC_0086,ROLE_FINANCE_JUNIOR
VAC_0087,ROLE_FINANCE_SPECIALIST
VAC_0088,ROLE_R&D_SENIOR
VAC_0089,ROLE_FINANCE_SPECIALIST
VAC_0090,ROLE_R&D_SENIOR
VAC_0091,ROLE_PEOPLE_JUNIOR
VAC_0092,ROLE_R&D_SPECIALIST
VAC_0093,ROLE_R&D_SENIOR
VAC_0094,ROLE_OPERATIONS_SPECIALIST
VAC_0095,ROLE_MARKETING_JUNIOR
VAC_0096,ROLE_SALES_SPECIALIST
VAC_0097,ROLE_RISK & COMPLIANCE_SPECIALIST
VAC_0098,ROLE_FINANCE_JUNIOR
VAC_0099,ROLE_R&D_SENIOR
VAC_0100,ROLE_R&D_SENIOR
VAC_0101,ROLE_OPERATIONS_SENIOR
VAC_0102,ROLE_LOGISTICS_SENIOR
VAC_0103,ROLE_SALES_SPECIALIST
VAC_0104,ROLE_ENGINEERING_JUNIOR
VAC_0105,ROLE_FINANCE_JUNIOR
VAC_0106,ROLE_FINANCE_SPECIALIST
VAC_0107,ROLE_LOGISTICS_SENIOR
VAC_0108,ROLE_MARKETING_SPECIALIST
VAC_0109,ROLE_IT_SPECIALIST
VAC_0110,ROLE_MARKETING_JUNIOR
VAC_0111,ROLE_MARKETING_SPECIALIST
VAC_0112,ROLE_IT_JUNIOR
VAC_0113,ROLE_ENGINEERING_SENIOR
VAC_0114,ROLE_OPERATIONS_JUNIOR
VAC_0115,ROLE_OPERATIONS_JUNIOR
VAC_0116,ROLE_IT_JUNIOR
VAC_0117,ROLE_OPERATIONS_SPECIALIST
VAC_0118,ROLE_SALES_SPECIALIST
VAC_0119,ROLE_LOGISTICS_JUNIOR
VAC_0120,ROLE_MARKETING_JUNIOR
VAC_0121,ROLE_IT_SENIOR
VAC_0122,ROLE_PEOPLE_SENIOR
VAC_0123,ROLE_SALES_JUNIOR
VAC_0124,ROLE_R&D_JUNIOR
VAC_0125,ROLE_PEOPLE_SENIOR
VAC_0126,ROLE_MARKETING_SENIOR
VAC_0127,ROLE_PEOPLE_JUNIOR
VAC_0128,ROLE_MARKETING_JUNIOR
VAC_0129,ROLE_OPERATIONS_JUNIOR
VAC_0130,ROLE_LOGISTICS_JUNIOR
VAC_0131,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0132,ROLE_IT_SENIOR
VAC_0133,ROLE_IT_SENIOR
VAC_0134,ROLE_MARKETING_JUNIOR
VAC_0135,ROLE_MARKETING_SENIOR
VAC_0136,ROLE_PEOPLE_SENIOR
VAC_0137,ROLE_LOGISTICS_JUNIOR
VAC_0138,ROLE_LOGISTICS_JUNIOR
VAC_0139,ROLE_LOGISTICS_JUNIOR
VAC_0140,ROLE_ENGINEERING_SENIOR
VAC_0141,ROLE_ENGINEERING_SPECIALIST
VAC_0142,ROLE_R&D_SENIOR
VAC_0143,ROLE_MARKETING_JUNIOR
VAC_0144,ROLE_OPERATIONS_SENIOR
VAC_0145,ROLE_OPERATIONS_SENIOR
VAC_0146,ROLE_SALES_JUNIOR
VAC_0147,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0148,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0149,ROLE_IT_JUNIOR
VAC_0150,ROLE_PEOPLE_SENIOR
VAC_0151,ROLE_IT_JUNIOR
VAC_0152,ROLE_SALES_SPECIALIST
VAC_0153,ROLE_PEOPLE_JUNIOR
VAC_0154,ROLE_MARKETING_JUNIOR
VAC_0155,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0156,ROLE_ENGINEERING_SPECIALIST
VAC_0157,ROLE_IT_JUNIOR
VAC_0158,ROLE_OPERATIONS_SPECIALIST
VAC_0159,ROLE_SALES_SENIOR
VAC_0160,ROLE_PEOPLE_SENIOR
VAC_0161,ROLE_OPERATIONS_JUNIOR
VAC_0162,ROLE_ENGINEERING_JUNIOR
VAC_0163,ROLE_ENGINEERING_SPECIALIST
VAC_0164,ROLE_LOGISTICS_SPECIALIST
VAC_0165,ROLE_MARKETING_SENIOR
VAC_0166,ROLE_SALES_SPECIALIST
VAC_0167,ROLE_R&D_SENIOR
VAC_0168,ROLE_R&D_JUNIOR
VAC_0169,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0170,ROLE_LOGISTICS_JUNIOR
VAC_0171,ROLE_ENGINEERING_JUNIOR
VAC_0172,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0173,ROLE_MARKETING_SPECIALIST
VAC_0174,ROLE_MARKETING_SPECIALIST
VAC_0175,ROLE_OPERATIONS_SENIOR
VAC_0176,ROLE_FINANCE_SENIOR
VAC_0177,ROLE_OPERATIONS_SENIOR
VAC_0178,ROLE_MARKETING_JUNIOR
VAC_0179,ROLE_MARKETING_JUNIOR
VAC_0180,ROLE_OPERATIONS_SENIOR
VAC_0181,ROLE_LOGISTICS_JUNIOR
VAC_0182,ROLE_LOGISTICS_SENIOR
VAC_0183,ROLE_PEOPLE_SENIOR
VAC_0184,ROLE_MARKETING_SENIOR
VAC_0185,ROLE_R&D_JUNIOR
VAC_0186,ROLE_PEOPLE_JUNIOR
VAC_0187,ROLE_PEOPLE_JUNIOR
VAC_0188,ROLE_LOGISTICS_SPECIALIST
VAC_0189,ROLE_OPERATIONS_SPECIALIST
VAC_0190,ROLE_ENGINEERING_JUNIOR
VAC_0191,ROLE_R&D_SPECIALIST
VAC_0192,ROLE_MARKETING_SPECIALIST
VAC_0193,ROLE_FINANCE_SPECIALIST
VAC_0194,ROLE_IT_JUNIOR
VAC_0195,ROLE_PEOPLE_SENIOR
VAC_0196,ROLE_PEOPLE_SENIOR
VAC_0197,ROLE_LOGISTICS_SENIOR
VAC_0198,ROLE_LOGISTICS_SENIOR
VAC_0199,ROLE_R&D_JUNIOR
VAC_0200,ROLE_MARKETING_JUNIOR
VAC_0201,ROLE_R&D_SPECIALIST
VAC_0202,ROLE_ENGINEERING_JUNIOR
VAC_0203,ROLE_SALES_SENIOR
VAC_0204,ROLE_LOGISTICS_JUNIOR
VAC_0205,ROLE_LOGISTICS_JUNIOR
VAC_0206,ROLE_SALES_SPECIALIST
VAC_0207,ROLE_R&D_JUNIOR
VAC_0208,ROLE_OPERATIONS_JUNIOR
VAC_0209,ROLE_IT_JUNIOR
VAC_0210,ROLE_SALES_SENIOR
VAC_0211,ROLE_PEOPLE_SPECIALIST
VAC_0212,ROLE_IT_SPECIALIST
VAC_0213,ROLE_IT_SENIOR
VAC_0214,ROLE_IT_SENIOR
VAC_0215,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0216,ROLE_PEOPLE_JUNIOR
VAC_0217,ROLE_PEOPLE_SPECIALIST
VAC_0218,ROLE_IT_SPECIALIST
VAC_0219,ROLE_ENGINEERING_SPECIALIST
VAC_0220,ROLE_ENGINEERING_SPECIALIST
VAC_0221,ROLE_ENGINEERING_SENIOR
VAC_0222,ROLE_LOGISTICS_JUNIOR
VAC_0223,ROLE_FINANCE_JUNIOR
VAC_0224,ROLE_MARKETING_SENIOR
VAC_0225,ROLE_MARKETING_SENIOR
VAC_0226,ROLE_SALES_SENIOR
VAC_0227,ROLE_R&D_SENIOR
VAC_0228,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0229,ROLE_LOGISTICS_JUNIOR
VAC_0230,ROLE_ENGINEERING_JUNIOR
VAC_0231,ROLE_R&D_JUNIOR
VAC_0232,ROLE_PEOPLE_SPECIALIST
VAC_0233,ROLE_OPERATIONS_SENIOR
VAC_0234,ROLE_FINANCE_JUNIOR
VAC_0235,ROLE_ENGINEERING_JUNIOR
VAC_0236,ROLE_FINANCE_SENIOR
VAC_0237,ROLE_PEOPLE_SENIOR
VAC_0238,ROLE_MARKETING_SPECIALIST
VAC_0239,ROLE_IT_SENIOR
VAC_0240,ROLE_R&D_JUNIOR
VAC_0241,ROLE_MARKETING_SPECIALIST
VAC_0242,ROLE_R&D_JUNIOR
VAC_0243,ROLE_MARKETING_JUNIOR
VAC_0244,ROLE_MARKETING_JUNIOR
VAC_0245,ROLE_SALES_SENIOR
VAC_0246,ROLE_SALES_JUNIOR
VAC_0247,ROLE_OPERATIONS_JUNIOR
VAC_0248,ROLE_MARKETING_SPECIALIST
VAC_0249,ROLE_SALES_SENIOR
VAC_0250,ROLE_PEOPLE_SENIOR
VAC_0251,ROLE_LOGISTICS_SPECIALIST
VAC_0252,ROLE_LOGISTICS_SPECIALIST
VAC_0253,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0254,ROLE_FINANCE_SPECIALIST
VAC_0255,ROLE_MARKETING_JUNIOR
VAC_0256,ROLE_MARKETING_SENIOR
VAC_0257,ROLE_R&D_SENIOR
VAC_0258,ROLE_R&D_SPECIALIST
VAC_0259,ROLE_LOGISTICS_SPECIALIST
VAC_0260,ROLE_SALES_SENIOR
VAC_0261,ROLE_PEOPLE_SENIOR
VAC_0262,ROLE_OPERATIONS_SENIOR
VAC_0263,ROLE_IT_SPECIALIST
VAC_0264,ROLE_IT_SENIOR
VAC_0265,ROLE_ENGINEERING_SENIOR
VAC_0266,ROLE_PEOPLE_SPECIALIST
VAC_0267,ROLE_ENGINEERING_SENIOR
VAC_0268,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0269,ROLE_R&D_JUNIOR
VAC_0270,ROLE_OPERATIONS_JUNIOR
VAC_0271,ROLE_IT_SPECIALIST
VAC_0272,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0273,ROLE_RISK & COMPLIANCE_SPECIALIST
VAC_0274,ROLE_PEOPLE_SENIOR
VAC_0275,ROLE_FINANCE_JUNIOR
VAC_0276,ROLE_R&D_SENIOR
VAC_0277,ROLE_PEOPLE_JUNIOR
VAC_0278,ROLE_PEOPLE_SPECIALIST
VAC_0279,ROLE_IT_SENIOR
VAC_0280,ROLE_R&D_JUNIOR
VAC_0281,ROLE_LOGISTICS_JUNIOR
VAC_0282,ROLE_MARKETING_SPECIALIST
VAC_0283,ROLE_FINANCE_SPECIALIST
VAC_0284,ROLE_FINANCE_SENIOR
VAC_0285,ROLE_R&D_SPECIALIST
VAC_0286,ROLE_R&D_SENIOR
VAC_0287,ROLE_IT_JUNIOR
VAC_0288,ROLE_OPERATIONS_JUNIOR
VAC_0289,ROLE_IT_JUNIOR
VAC_0290,ROLE_LOGISTICS_SENIOR
VAC_0291,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0292,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0293,ROLE_R&D_JUNIOR
VAC_0294,ROLE_R&D_SENIOR
VAC_0295,ROLE_MARKETING_JUNIOR
VAC_0296,ROLE_MARKETING_SPECIALIST
VAC_0297,ROLE_LOGISTICS_JUNIOR
VAC_0298,ROLE_IT_JUNIOR
VAC_0299,ROLE_IT_SPECIALIST
VAC_0300,ROLE_RISK & COMPLIANCE_SPECIALIST
VAC_0301,ROLE_FINANCE_JUNIOR
VAC_0302,ROLE_LOGISTICS_SENIOR
VAC_0303,ROLE_OPERATIONS_SPECIALIST
VAC_0304,ROLE_IT_SENIOR
VAC_0305,ROLE_FINANCE_SPECIALIST
VAC_0306,ROLE_IT_SENIOR
VAC_0307,ROLE_SALES_SPECIALIST
VAC_0308,ROLE_FINANCE_SENIOR
VAC_0309,ROLE_ENGINEERING_SPECIALIST
VAC_0310,ROLE_IT_SENIOR
VAC_0311,ROLE_SALES_JUNIOR
VAC_0312,ROLE_R&D_SENIOR
VAC_0313,ROLE_R&D_SENIOR
VAC_0314,ROLE_ENGINEERING_SPECIALIST
VAC_0315,ROLE_LOGISTICS_JUNIOR
VAC_0316,ROLE_R&D_SENIOR
VAC_0317,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0318,ROLE_R&D_JUNIOR
VAC_0319,ROLE_FINANCE_SPECIALIST
VAC_0320,ROLE_OPERATIONS_JUNIOR
VAC_0321,ROLE_FINANCE_SENIOR
VAC_0322,ROLE_OPERATIONS_JUNIOR
VAC_0323,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0324,ROLE_IT_SENIOR
VAC_0325,ROLE_OPERATIONS_SPECIALIST
VAC_0326,ROLE_OPERATIONS_JUNIOR
VAC_0327,ROLE_ENGINEERING_JUNIOR
VAC_0328,ROLE_FINANCE_SENIOR
VAC_0329,ROLE_SALES_SENIOR
VAC_0330,ROLE_LOGISTICS_JUNIOR
VAC_0331,ROLE_SALES_JUNIOR
VAC_0332,ROLE_R&D_SPECIALIST
VAC_0333,ROLE_OPERATIONS_JUNIOR
VAC_0334,ROLE_MARKETING_JUNIOR
VAC_0335,ROLE_SALES_SENIOR
VAC_0336,ROLE_FINANCE_JUNIOR
VAC_0337,ROLE_FINANCE_JUNIOR
VAC_0338,ROLE_ENGINEERING_SPECIALIST
VAC_0339,ROLE_FINANCE_SENIOR
VAC_0340,ROLE_LOGISTICS_JUNIOR
VAC_0341,ROLE_LOGISTICS_JUNIOR
VAC_0342,ROLE_LOGISTICS_SENIOR
VAC_0343,ROLE_ENGINEERING_JUNIOR
VAC_0344,ROLE_SALES_JUNIOR
VAC_0345,ROLE_ENGINEERING_JUNIOR
VAC_0346,ROLE_ENGINEERING_SENIOR
VAC_0347,ROLE_ENGINEERING_SENIOR
VAC_0348,ROLE_PEOPLE_SENIOR
VAC_0349,ROLE_SALES_SENIOR
VAC_0350,ROLE_SALES_JUNIOR
VAC_0351,ROLE_ENGINEERING_SPECIALIST
VAC_0352,ROLE_LOGISTICS_JUNIOR
VAC_0353,ROLE_SALES_SENIOR
VAC_0354,ROLE_IT_SENIOR
VAC_0355,ROLE_LOGISTICS_JUNIOR
VAC_0356,ROLE_SALES_SENIOR
VAC_0357,ROLE_R&D_SENIOR
VAC_0358,ROLE_OPERATIONS_SENIOR
VAC_0359,ROLE_OPERATIONS_JUNIOR
VAC_0360,ROLE_SALES_JUNIOR
VAC_0361,ROLE_SALES_JUNIOR
VAC_0362,ROLE_PEOPLE_JUNIOR
VAC_0363,ROLE_LOGISTICS_JUNIOR
VAC_0364,ROLE_OPERATIONS_JUNIOR
VAC_0365,ROLE_OPERATIONS_JUNIOR
VAC_0366,ROLE_LOGISTICS_JUNIOR
VAC_0367,ROLE_MARKETING_JUNIOR
VAC_0368,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0369,ROLE_LOGISTICS_SENIOR
VAC_0370,ROLE_SALES_JUNIOR
VAC_0371,ROLE_SALES_SPECIALIST
VAC_0372,ROLE_PEOPLE_JUNIOR
VAC_0373,ROLE_PEOPLE_JUNIOR
VAC_0374,ROLE_LOGISTICS_JUNIOR
VAC_0375,ROLE_FINANCE_SPECIALIST
VAC_0376,ROLE_PEOPLE_SPECIALIST
VAC_0377,ROLE_IT_SENIOR
VAC_0378,ROLE_LOGISTICS_JUNIOR
VAC_0379,ROLE_R&D_SPECIALIST
VAC_0380,ROLE_IT_JUNIOR
VAC_0381,ROLE_FINANCE_SENIOR
VAC_0382,ROLE_R&D_SPECIALIST
VAC_0383,ROLE_PEOPLE_SENIOR
VAC_0384,ROLE_MARKETING_JUNIOR
VAC_0385,ROLE_IT_JUNIOR
VAC_0386,ROLE_SALES_SENIOR
VAC_0387,ROLE_IT_JUNIOR
VAC_0388,ROLE_PEOPLE_SENIOR
VAC_0389,ROLE_PEOPLE_SPECIALIST
VAC_0390,ROLE_SALES_SENIOR
VAC_0391,ROLE_SALES_JUNIOR
VAC_0392,ROLE_MARKETING_JUNIOR
VAC_0393,ROLE_RISK & COMPLIANCE_SPECIALIST
VAC_0394,ROLE_LOGISTICS_SENIOR
VAC_0395,ROLE_IT_JUNIOR
VAC_0396,ROLE_FINANCE_JUNIOR
VAC_0397,ROLE_SALES_SENIOR
VAC_0398,ROLE_ENGINEERING_JUNIOR
VAC_0399,ROLE_IT_SPECIALIST
VAC_0400,ROLE_MARKETING_SENIOR
VAC_0401,ROLE_ENGINEERING_JUNIOR
VAC_0402,ROLE_LOGISTICS_JUNIOR
VAC_0403,ROLE_SALES_SENIOR
VAC_0404,ROLE_ENGINEERING_JUNIOR
VAC_0405,ROLE_PEOPLE_JUNIOR
VAC_0406,ROLE_FINANCE_SENIOR
VAC_0407,ROLE_OPERATIONS_SPECIALIST
VAC_0408,ROLE_OPERATIONS_JUNIOR
VAC_0409,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0410,ROLE_OPERATIONS_SPECIALIST
VAC_0411,ROLE_ENGINEERING_SENIOR
VAC_0412,ROLE_SALES_JUNIOR
VAC_0413,ROLE_R&D_SENIOR
VAC_0414,ROLE_MARKETING_JUNIOR
VAC_0415,ROLE_MARKETING_SENIOR
VAC_0416,ROLE_SALES_SPECIALIST
VAC_0417,ROLE_FINANCE_JUNIOR
VAC_0418,ROLE_LOGISTICS_JUNIOR
VAC_0419,ROLE_SALES_SPECIALIST
VAC_0420,ROLE_SALES_SENIOR
VAC_0421,ROLE_FINANCE_JUNIOR
VAC_0422,ROLE_FINANCE_SENIOR
VAC_0423,ROLE_LOGISTICS_SENIOR
VAC_0424,ROLE_SALES_JUNIOR
VAC_0425,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0426,ROLE_PEOPLE_SENIOR
VAC_0427,ROLE_FINANCE_SENIOR
VAC_0428,ROLE_R&D_SPECIALIST
VAC_0429,ROLE_PEOPLE_SPECIALIST
VAC_0430,ROLE_LOGISTICS_JUNIOR
VAC_0431,ROLE_OPERATIONS_SENIOR
VAC_0432,ROLE_ENGINEERING_JUNIOR
VAC_0433,ROLE_LOGISTICS_JUNIOR
VAC_0434,ROLE_MARKETING_SENIOR
VAC_0435,ROLE_IT_SENIOR
VAC_0436,ROLE_ENGINEERING_SENIOR
VAC_0437,ROLE_MARKETING_SPECIALIST
VAC_0438,ROLE_PEOPLE_SENIOR
VAC_0439,ROLE_MARKETING_JUNIOR
VAC_0440,ROLE_PEOPLE_SPECIALIST
VAC_0441,ROLE_LOGISTICS_SENIOR
VAC_0442,ROLE_ENGINEERING_SPECIALIST
VAC_0443,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0444,ROLE_IT_SENIOR
VAC_0445,ROLE_OPERATIONS_JUNIOR
VAC_0446,ROLE_FINANCE_SENIOR
VAC_0447,ROLE_IT_JUNIOR
VAC_0448,ROLE_MARKETING_SENIOR
VAC_0449,ROLE_FINANCE_JUNIOR
VAC_0450,ROLE_IT_JUNIOR
VAC_0451,ROLE_PEOPLE_SPECIALIST
VAC_0452,ROLE_LOGISTICS_JUNIOR
VAC_0453,ROLE_LOGISTICS_JUNIOR
VAC_0454,ROLE_LOGISTICS_JUNIOR
VAC_0455,ROLE_FINANCE_JUNIOR
VAC_0456,ROLE_RISK & COMPLIANCE_SENIOR
VAC_0457,ROLE_PEOPLE_SENIOR
VAC_0458,ROLE_ENGINEERING_SPECIALIST
VAC_0459,ROLE_ENGINEERING_SENIOR
VAC_0460,ROLE_IT_JUNIOR
VAC_0461,ROLE_LOGISTICS_SENIOR
VAC_0462,ROLE_OPERATIONS_SPECIALIST
VAC_0463,ROLE_LOGISTICS_SPECIALIST
VAC_0464,ROLE_IT_SENIOR
VAC_0465,ROLE_OPERATIONS_SENIOR
VAC_0466,ROLE_LOGISTICS_SENIOR
VAC_0467,ROLE_FINANCE_SENIOR
VAC_0468,ROLE_R&D_SPECIALIST
VAC_0469,ROLE_PEOPLE_SENIOR
VAC_0470,ROLE_SALES_JUNIOR
VAC_0471,ROLE_SALES_SPECIALIST
VAC_0472,ROLE_R&D_SPECIALIST
VAC_0473,ROLE_IT_JUNIOR
VAC_0474,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0475,ROLE_MARKETING_SENIOR
VAC_0476,ROLE_FINANCE_SPECIALIST
VAC_0477,ROLE_OPERATIONS_SENIOR
VAC_0478,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0479,ROLE_IT_SENIOR
VAC_0480,ROLE_SALES_SPECIALIST
VAC_0481,ROLE_OPERATIONS_JUNIOR
VAC_0482,ROLE_PEOPLE_SPECIALIST
VAC_0483,ROLE_ENGINEERING_SENIOR
VAC_0484,ROLE_ENGINEERING_SPECIALIST
VAC_0485,ROLE_LOGISTICS_JUNIOR
VAC_0486,ROLE_MARKETING_SENIOR
VAC_0487,ROLE_MARKETING_SENIOR
VAC_0488,ROLE_RISK & COMPLIANCE_SPECIALIST
VAC_0489,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0490,ROLE_OPERATIONS_JUNIOR
VAC_0491,ROLE_OPERATIONS_SPECIALIST
VAC_0492,ROLE_LOGISTICS_JUNIOR
VAC_0493,ROLE_LOGISTICS_JUNIOR
VAC_0494,ROLE_OPERATIONS_JUNIOR
VAC_0495,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0496,ROLE_RISK & COMPLIANCE_JUNIOR
VAC_0497,ROLE_FINANCE_SENIOR
VAC_0498,ROLE_ENGINEERING_JUNIOR
VAC_0499,ROLE_IT_SENIOR
VAC_0500,ROLE_OPERATIONS_JUNIOR
